image_path,severity,dark_circles,quality_reject,makeup_suspected,presence,eye,subject_id,source_dataset,source_image_id,license_status,consent_status,annotation_confidence,annotator_id
data/crops/ffhq/left/ffhq_00249_left.jpg,2,0,0,1,1,left,ffhq_00249,ffhq_pd_subset,ffhq_00249,ffhq_pd_prototype_only,none_public_photo,medium,
data/crops/ffhq/right/ffhq_00249_right.jpg,2,0,0,1,1,right,ffhq_00249,ffhq_pd_subset,ffhq_00249,ffhq_pd_prototype_only,none_public_photo,medium,
data/crops/ffhq/left/ffhq_00290_left.jpg,0,1,0,1,0,left,ffhq_00290,ffhq_pd_subset,ffhq_00290,ffhq_pd_prototype_only,none_public_photo,medium,
data/crops/ffhq/right/ffhq_00290_right.jpg,0,1,0,1,0,right,ffhq_00290,ffhq_pd_subset,ffhq_00290,ffhq_pd_prototype_only,none_public_photo,low,
data/crops/ffhq/left/ffhq_00312_left.jpg,1,0,0,1,1,left,ffhq_00312,ffhq_pd_subset,ffhq_00312,ffhq_pd_prototype_only,none_public_photo,medium,
data/crops/ffhq/right/ffhq_00312_right.jpg,1,0,0,1,1,right,ffhq_00312,ffhq_pd_subset,ffhq_00312,ffhq_pd_prototype_only,none_public_photo,medium,
data/crops/ffhq/left/ffhq_01125_left.jpg,1,1,0,1,1,left,ffhq_01125,ffhq_pd_subset,ffhq_01125,ffhq_pd_prototype_only,none_public_photo,high,
data/crops/ffhq/right/ffhq_01125_right.jpg,1,1,0,1,1,right,ffhq_01125,ffhq_pd_subset,ffhq_01125,ffhq_pd_prototype_only,none_public_photo,medium,
data/crops/ffhq/left/ffhq_01267_left.jpg,1,1,0,0,1,left,ffhq_01267,ffhq_pd_subset,ffhq_01267,ffhq_pd_prototype_only,none_public_photo,medium,
data/crops/ffhq/right/ffhq_01267_right.jpg,1,1,0,0,1,right,ffhq_01267,ffhq_pd_subset,ffhq_01267,ffhq_pd_prototype_only,none_public_photo,medium,
data/crops/ffhq/left/ffhq_01362_left.jpg,2,1,0,0,1,left,ffhq_01362,ffhq_pd_subset,ffhq_01362,ffhq_pd_prototype_only,none_public_photo,medium,
data/crops/ffhq/right/ffhq_01362_right.jpg,2,1,0,0,1,right,ffhq_01362,ffhq_pd_subset,ffhq_01362,ffhq_pd_prototype_only,none_public_photo,medium,
data/crops/ffhq/left/ffhq_01468_left.jpg,2,1,0,0,1,left,ffhq_01468,ffhq_pd_subset,ffhq_01468,ffhq_pd_prototype_only,none_public_photo,medium,
data/crops/ffhq/right/ffhq_01468_right.jpg,2,1,0,0,1,right,ffhq_01468,ffhq_pd_subset,ffhq_01468,ffhq_pd_prototype_only,none_public_photo,medium,
data/crops/ffhq/left/ffhq_01494_left.jpg,2,0,0,0,1,left,ffhq_01494,ffhq_pd_subset,ffhq_01494,ffhq_pd_prototype_only,none_public_photo,medium,
data/crops/ffhq/right/ffhq_01494_right.jpg,2,0,0,0,1,right,ffhq_01494,ffhq_pd_subset,ffhq_01494,ffhq_pd_prototype_only,none_public_photo,medium,
data/crops/ffhq/left/ffhq_01626_left.jpg,2,1,0,0,1,left,ffhq_01626,ffhq_pd_subset,ffhq_01626,ffhq_pd_prototype_only,none_public_photo,high,
data/crops/ffhq/right/ffhq_01626_right.jpg,2,1,0,0,1,right,ffhq_01626,ffhq_pd_subset,ffhq_01626,ffhq_pd_prototype_only,none_public_photo,high,
data/crops/ffhq/left/ffhq_01808_left.jpg,2,1,0,0,1,left,ffhq_01808,ffhq_pd_subset,ffhq_01808,ffhq_pd_prototype_only,none_public_photo,high,
data/crops/ffhq/right/ffhq_01808_right.jpg,2,1,0,0,1,right,ffhq_01808,ffhq_pd_subset,ffhq_01808,ffhq_pd_prototype_only,none_public_photo,high,
data/crops/ffhq/left/ffhq_02251_left.jpg,2,1,0,0,1,left,ffhq_02251,ffhq_pd_subset,ffhq_02251,ffhq_pd_prototype_only,none_public_photo,medium,
data/crops/ffhq/right/ffhq_02251_right.jpg,2,1,0,0,1,right,ffhq_02251,ffhq_pd_subset,ffhq_02251,ffhq_pd_prototype_only,none_public_photo,medium,
data/crops/ffhq/left/ffhq_02648_left.jpg,2,1,0,0,1,left,ffhq_02648,ffhq_pd_subset,ffhq_02648,ffhq_pd_prototype_only,none_public_photo,high,
data/crops/ffhq/right/ffhq_02648_right.jpg,2,1,0,0,1,right,ffhq_02648,ffhq_pd_subset,ffhq_02648,ffhq_pd_prototype_only,none_public_photo,high,
data/crops/ffhq/left/ffhq_02715_left.jpg,1,1,0,1,1,left,ffhq_02715,ffhq_pd_subset,ffhq_02715,ffhq_pd_prototype_only,none_public_photo,medium,
data/crops/ffhq/right/ffhq_02715_right.jpg,1,1,0,1,1,right,ffhq_02715,ffhq_pd_subset,ffhq_02715,ffhq_pd_prototype_only,none_public_photo,medium,
data/crops/ffhq/left/ffhq_03065_left.jpg,1,1,0,0,1,left,ffhq_03065,ffhq_pd_subset,ffhq_03065,ffhq_pd_prototype_only,none_public_photo,medium,
data/crops/ffhq/right/ffhq_03065_right.jpg,1,1,0,0,1,right,ffhq_03065,ffhq_pd_subset,ffhq_03065,ffhq_pd_prototype_only,none_public_photo,medium,
data/crops/ffhq/left/ffhq_03084_left.jpg,3,1,0,0,1,left,ffhq_03084,ffhq_pd_subset,ffhq_03084,ffhq_pd_prototype_only,none_public_photo,high,
data/crops/ffhq/right/ffhq_03084_right.jpg,3,1,0,0,1,right,ffhq_03084,ffhq_pd_subset,ffhq_03084,ffhq_pd_prototype_only,none_public_photo,high,
data/crops/ffhq/left/ffhq_03295_left.jpg,0,1,0,0,0,left,ffhq_03295,ffhq_pd_subset,ffhq_03295,ffhq_pd_prototype_only,none_public_photo,high,
data/crops/ffhq/right/ffhq_03295_right.jpg,0,1,0,0,0,right,ffhq_03295,ffhq_pd_subset,ffhq_03295,ffhq_pd_prototype_only,none_public_photo,high,
data/crops/ffhq/left/ffhq_03325_left.jpg,1,1,0,0,1,left,ffhq_03325,ffhq_pd_subset,ffhq_03325,ffhq_pd_prototype_only,none_public_photo,medium,
data/crops/ffhq/right/ffhq_03325_right.jpg,1,1,0,0,1,right,ffhq_03325,ffhq_pd_subset,ffhq_03325,ffhq_pd_prototype_only,none_public_photo,medium,
data/crops/ffhq/left/ffhq_03418_left.jpg,3,0,0,0,1,left,ffhq_03418,ffhq_pd_subset,ffhq_03418,ffhq_pd_prototype_only,none_public_photo,medium,
data/crops/ffhq/right/ffhq_03418_right.jpg,3,0,0,0,1,right,ffhq_03418,ffhq_pd_subset,ffhq_03418,ffhq_pd_prototype_only,none_public_photo,medium,
data/crops/ffhq/left/ffhq_04179_left.jpg,2,0,0,0,1,left,ffhq_04179,ffhq_pd_subset,ffhq_04179,ffhq_pd_prototype_only,none_public_photo,low,
data/crops/ffhq/right/ffhq_04179_right.jpg,2,0,0,0,1,right,ffhq_04179,ffhq_pd_subset,ffhq_04179,ffhq_pd_prototype_only,none_public_photo,low,
data/crops/ffhq/left/ffhq_04492_left.jpg,1,1,0,0,1,left,ffhq_04492,ffhq_pd_subset,ffhq_04492,ffhq_pd_prototype_only,none_public_photo,medium,
data/crops/ffhq/right/ffhq_04492_right.jpg,1,1,0,0,1,right,ffhq_04492,ffhq_pd_subset,ffhq_04492,ffhq_pd_prototype_only,none_public_photo,medium,
data/crops/ffhq/left/ffhq_04751_left.jpg,1,1,0,0,1,left,ffhq_04751,ffhq_pd_subset,ffhq_04751,ffhq_pd_prototype_only,none_public_photo,medium,
data/crops/ffhq/right/ffhq_04751_right.jpg,1,1,0,0,1,right,ffhq_04751,ffhq_pd_subset,ffhq_04751,ffhq_pd_prototype_only,none_public_photo,medium,
data/crops/ffhq/left/ffhq_07217_left.jpg,2,0,0,0,1,left,ffhq_07217,ffhq_pd_subset,ffhq_07217,ffhq_pd_prototype_only,none_public_photo,medium,
data/crops/ffhq/right/ffhq_07217_right.jpg,2,0,0,0,1,right,ffhq_07217,ffhq_pd_subset,ffhq_07217,ffhq_pd_prototype_only,none_public_photo,medium,
data/crops/ffhq/left/ffhq_07245_left.jpg,2,1,0,0,1,left,ffhq_07245,ffhq_pd_subset,ffhq_07245,ffhq_pd_prototype_only,none_public_photo,low,
data/crops/ffhq/right/ffhq_07245_right.jpg,2,1,0,0,1,right,ffhq_07245,ffhq_pd_subset,ffhq_07245,ffhq_pd_prototype_only,none_public_photo,low,
data/crops/ffhq/left/ffhq_08126_left.jpg,1,1,0,0,1,left,ffhq_08126,ffhq_pd_subset,ffhq_08126,ffhq_pd_prototype_only,none_public_photo,medium,
data/crops/ffhq/right/ffhq_08126_right.jpg,1,1,0,0,1,right,ffhq_08126,ffhq_pd_subset,ffhq_08126,ffhq_pd_prototype_only,none_public_photo,medium,
data/crops/ffhq/left/ffhq_08158_left.jpg,2,1,0,0,1,left,ffhq_08158,ffhq_pd_subset,ffhq_08158,ffhq_pd_prototype_only,none_public_photo,medium,
data/crops/ffhq/right/ffhq_08158_right.jpg,2,1,0,0,1,right,ffhq_08158,ffhq_pd_subset,ffhq_08158,ffhq_pd_prototype_only,none_public_photo,medium,
data/crops/ffhq/left/ffhq_08331_left.jpg,1,1,0,1,1,left,ffhq_08331,ffhq_pd_subset,ffhq_08331,ffhq_pd_prototype_only,none_public_photo,high,
data/crops/ffhq/right/ffhq_08331_right.jpg,1,1,0,1,1,right,ffhq_08331,ffhq_pd_subset,ffhq_08331,ffhq_pd_prototype_only,none_public_photo,high,
data/crops/ffhq/left/ffhq_08476_left.jpg,1,1,0,1,1,left,ffhq_08476,ffhq_pd_subset,ffhq_08476,ffhq_pd_prototype_only,none_public_photo,high,
data/crops/ffhq/right/ffhq_08476_right.jpg,1,1,0,1,1,right,ffhq_08476,ffhq_pd_subset,ffhq_08476,ffhq_pd_prototype_only,none_public_photo,high,
data/crops/ffhq/left/ffhq_08491_left.jpg,1,1,0,0,1,left,ffhq_08491,ffhq_pd_subset,ffhq_08491,ffhq_pd_prototype_only,none_public_photo,medium,
data/crops/ffhq/right/ffhq_08491_right.jpg,2,1,0,0,1,right,ffhq_08491,ffhq_pd_subset,ffhq_08491,ffhq_pd_prototype_only,none_public_photo,medium,
data/crops/ffhq/left/ffhq_08500_left.jpg,1,1,0,0,1,left,ffhq_08500,ffhq_pd_subset,ffhq_08500,ffhq_pd_prototype_only,none_public_photo,medium,
data/crops/ffhq/right/ffhq_08500_right.jpg,1,1,0,0,1,right,ffhq_08500,ffhq_pd_subset,ffhq_08500,ffhq_pd_prototype_only,none_public_photo,high,
data/crops/ffhq/left/ffhq_08633_left.jpg,1,0,0,0,1,left,ffhq_08633,ffhq_pd_subset,ffhq_08633,ffhq_pd_prototype_only,none_public_photo,medium,
data/crops/ffhq/right/ffhq_08633_right.jpg,1,0,0,0,1,right,ffhq_08633,ffhq_pd_subset,ffhq_08633,ffhq_pd_prototype_only,none_public_photo,medium,
data/crops/ffhq/left/ffhq_09391_left.jpg,2,0,0,0,1,left,ffhq_09391,ffhq_pd_subset,ffhq_09391,ffhq_pd_prototype_only,none_public_photo,medium,
data/crops/ffhq/right/ffhq_09391_right.jpg,2,0,0,0,1,right,ffhq_09391,ffhq_pd_subset,ffhq_09391,ffhq_pd_prototype_only,none_public_photo,medium,
data/crops/ffhq/left/ffhq_09676_left.jpg,2,1,0,0,1,left,ffhq_09676,ffhq_pd_subset,ffhq_09676,ffhq_pd_prototype_only,none_public_photo,medium,
data/crops/ffhq/right/ffhq_09676_right.jpg,2,1,0,0,1,right,ffhq_09676,ffhq_pd_subset,ffhq_09676,ffhq_pd_prototype_only,none_public_photo,medium,
data/crops/ffhq/left/ffhq_09855_left.jpg,2,1,0,0,1,left,ffhq_09855,ffhq_pd_subset,ffhq_09855,ffhq_pd_prototype_only,none_public_photo,medium,
data/crops/ffhq/right/ffhq_09855_right.jpg,2,1,0,0,1,right,ffhq_09855,ffhq_pd_subset,ffhq_09855,ffhq_pd_prototype_only,none_public_photo,medium,
data/crops/ffhq/left/ffhq_10245_left.jpg,0,1,0,1,0,left,ffhq_10245,ffhq_pd_subset,ffhq_10245,ffhq_pd_prototype_only,none_public_photo,medium,
data/crops/ffhq/left/ffhq_10664_left.jpg,1,0,0,0,1,left,ffhq_10664,ffhq_pd_subset,ffhq_10664,ffhq_pd_prototype_only,none_public_photo,low,
data/crops/ffhq/right/ffhq_10664_right.jpg,2,0,0,0,1,right,ffhq_10664,ffhq_pd_subset,ffhq_10664,ffhq_pd_prototype_only,none_public_photo,medium,
data/crops/ffhq/left/ffhq_10965_left.jpg,2,1,0,0,1,left,ffhq_10965,ffhq_pd_subset,ffhq_10965,ffhq_pd_prototype_only,none_public_photo,medium,
data/crops/ffhq/right/ffhq_10965_right.jpg,2,0,0,0,1,right,ffhq_10965,ffhq_pd_subset,ffhq_10965,ffhq_pd_prototype_only,none_public_photo,medium,
data/crops/ffhq/left/ffhq_11510_left.jpg,1,0,0,0,1,left,ffhq_11510,ffhq_pd_subset,ffhq_11510,ffhq_pd_prototype_only,none_public_photo,low,
data/crops/ffhq/right/ffhq_11510_right.jpg,1,0,0,0,1,right,ffhq_11510,ffhq_pd_subset,ffhq_11510,ffhq_pd_prototype_only,none_public_photo,medium,
data/crops/ffhq/left/ffhq_11640_left.jpg,2,1,0,0,1,left,ffhq_11640,ffhq_pd_subset,ffhq_11640,ffhq_pd_prototype_only,none_public_photo,medium,
