image_path,severity,dark_circles,quality_reject,makeup_suspected,presence,eye,subject_id,source_dataset,source_image_id,license_status,consent_status,annotation_confidence,annotator_id
data/crops/ffhq/left/ffhq_00052_left.jpg,2,1,0,0,1,left,ffhq_00052,ffhq_pd_subset,ffhq_00052,ffhq_pd_prototype_only,none_public_photo,high,
data/crops/ffhq/right/ffhq_00052_right.jpg,2,1,0,0,1,right,ffhq_00052,ffhq_pd_subset,ffhq_00052,ffhq_pd_prototype_only,none_public_photo,high,
data/crops/ffhq/left/ffhq_00249_left.jpg,2,0,0,1,1,left,ffhq_00249,ffhq_pd_subset,ffhq_00249,ffhq_pd_prototype_only,none_public_photo,medium,
data/crops/ffhq/right/ffhq_00249_right.jpg,2,0,0,1,1,right,ffhq_00249,ffhq_pd_subset,ffhq_00249,ffhq_pd_prototype_only,none_public_photo,medium,
data/crops/ffhq/left/ffhq_00267_left.jpg,2,1,0,0,1,left,ffhq_00267,ffhq_pd_subset,ffhq_00267,ffhq_pd_prototype_only,none_public_photo,medium,
data/crops/ffhq/right/ffhq_00267_right.jpg,2,1,0,0,1,right,ffhq_00267,ffhq_pd_subset,ffhq_00267,ffhq_pd_prototype_only,none_public_photo,medium,
data/crops/ffhq/left/ffhq_00290_left.jpg,0,1,0,1,0,left,ffhq_00290,ffhq_pd_subset,ffhq_00290,ffhq_pd_prototype_only,none_public_photo,medium,
data/crops/ffhq/right/ffhq_00290_right.jpg,0,1,0,1,0,right,ffhq_00290,ffhq_pd_subset,ffhq_00290,ffhq_pd_prototype_only,none_public_photo,low,
data/crops/ffhq/left/ffhq_00312_left.jpg,1,0,0,1,1,left,ffhq_00312,ffhq_pd_subset,ffhq_00312,ffhq_pd_prototype_only,none_public_photo,medium,
data/crops/ffhq/right/ffhq_00312_right.jpg,1,0,0,1,1,right,ffhq_00312,ffhq_pd_subset,ffhq_00312,ffhq_pd_prototype_only,none_public_photo,medium,
data/crops/ffhq/left/ffhq_00561_left.jpg,2,1,0,0,1,left,ffhq_00561,ffhq_pd_subset,ffhq_00561,ffhq_pd_prototype_only,none_public_photo,medium,
data/crops/ffhq/right/ffhq_00561_right.jpg,2,1,0,0,1,right,ffhq_00561,ffhq_pd_subset,ffhq_00561,ffhq_pd_prototype_only,none_public_photo,medium,
data/crops/ffhq/left/ffhq_01125_left.jpg,1,1,0,1,1,left,ffhq_01125,ffhq_pd_subset,ffhq_01125,ffhq_pd_prototype_only,none_public_photo,high,
data/crops/ffhq/right/ffhq_01125_right.jpg,1,1,0,1,1,right,ffhq_01125,ffhq_pd_subset,ffhq_01125,ffhq_pd_prototype_only,none_public_photo,medium,
